listing_id,id,date,reviewer_id,reviewer_name,comments
22772,58625297,2016-01-03,50602292,Denise,"Amie was accessible and responsive. This home was filled with coziness, charm, and character. The location is excellent, right between Lover's Point and Main Street restaurants. Amie's special touches of a goodie basket were greatly appreciated. We will be back again. Just perfect for us in every way."
22772,62933700,2016-02-18,57867704,Stanley,"If you are planning to come to Monterey, dont. Come to Pacific Grove instead. Fabulous area with easy access to peeble beach and Monterey city. His house is perfectly situated being close to everything, especially the beutiful shoreline. Do walk it, repeatedly. Amie, the host, communicated perfectly. The house she provided us was spotless and perfect for a couple. Comfortable furnture, and full kitchen to boot. Amie provided some welcoming snacks and wine - thankfully received after our long trip from MD."
22772,67636655,2016-03-30,24871836,Tim,"


My fiancee and I loved this place!  Amie had a welcome basket prepared for us when we arrived and the cottage itself was adorable.  We loved how close it was to everything in Pacific Grove, and we actually discussed moving to PG one day!  Amie and her place could not be a better ambassador to the area, and we appreciated everything about the place!"
22772,70174584,2016-04-16,5265629,Mike,Amie was quick to respond to any questions we had and we really enjoyed our stay at Amie's place. Everything was as described and it is in a perfect location to enjoy the beach and restaurants that are close by. 
22772,71928184,2016-04-29,64089182,Kevin,"Amie was very welcoming and the space was exactly as described.  The neighborhood is beautiful, a block away from the ocean!"
22772,73797423,2016-05-10,59259295,Dan,"This is a charming small house in a fabulous location, halfway between the  Monterey Bay and Pacific Grove's downtown. It was perfect for a romantic getaway..   Aime was a delightful hostess.   She left us wine and snacks and the kitchen, while small, was fully stocked, although there was no dishwasher.  She was responsive to our few questions.  She also owns dogs so the place is pet friendly."
22772,75794813,2016-05-23,32170622,Matt,"Another great visit for our anniversary. Thanks, Amie!"
22772,79490458,2016-06-13,52967639,Will,"We recently stayed at this charming house for the Pacific Grove Triathlon during the weekend of June 10-12. Not only was it ideally located to the start of the tri (just two blocks) but it was also a mere two blocks from downtown Pacific Grove. We enjoyed the quiet mornings as well as the warm Saturday afternoon when we relaxed in the serene backyard while watching marine birds surfing the sky above. The house is clean, comfortable, and inviting. We recommend staying here!"
22772,82804405,2016-06-29,60422044,Jodi,"Charming, cozy & comfortable.  Amie is a wonderful host.  Loved the cottage.  Great location.  Close to beach & downtown.  Would go back in a heartbeat!"
22772,83978895,2016-07-05,7979636,Heidi,"We had a lovely stay at this Pacific Grove cottage. Amazing location situated between the beach and downtown, and less than a five minute walk to each. The cottage was exactly as pictured - very charming and ornately decorated. The sun room in the back was peaceful and pleasant for having morning coffee. The kitchen is minimal, so I wouldn't recommend major cooking projects. Amie was kind enough to welcome our small dog, which we appreciated very much. She also surprised us with a delicious assortment of snacks, fresh fruit, candy, and a bottle of wine."
22772,88324458,2016-07-24,76620732,Laura,"The cottage was exactly as described both as to furnishings and location. The cottage is very quaint and harkens back to another era.    The neighborhood is great with foot traffic during the day and is very quiet at night.  There is virtually no noise in the neighborhood after about 9:30 pm.  Great location!   The kitchen is small and the stove is an antique so we were not comfortable cooking but it was easy to pick-up or eat out.  Amie was kind enough to welcome our small dog, which we appreciated very much. We arrived to a bottle of wine and cheese along with fruit and snacks, which was very thoughtful.  

Overall, the property was very comfortable and we had a great week in Pacific Grove."
22772,90590492,2016-08-01,64089182,Kevin,The host canceled this reservation 7 days before arrival. This is an automated posting.
41014,266969,2011-05-16,473076,Samuel,"This place is wonderful! Everything the description and pictures say, and we had a great time. Our host was very helpful and a pleasure to do business with."
41014,544241,2011-09-19,322204,Shasta,"Kirstie was a wonderful host! She met us upon arrival and showed us around. We thought the home was lovely and relaxing. We rented Kirsties home for a couple days for our wedding. It was a perfect place for the adults and also for the kids. The game room was a huge hit! Everyone enjoyed the spectacular views as well. The only reason I didn't give it 5 stars is because we found our check out to be a bit early. We left the day after our wedding and didn't get to have a relaxing morning. I would suggest to arrange a later check out ahead of time . However, we enjoyed our stay to the fullest and highly recommend this house for your next getaway. Thanks Kirstie!!"
41014,602779,2011-10-06,744406,Jamal,We couldn't have asked for a better vacation. The owner walked us through all the features and nuances of the house so that we could comfortably use everything without having to figure stuff out and/or be worried about breaking anything. The house itself is beautiful and the location can't be beat. Highly recommended!
41014,715458,2011-11-14,370587,Jacob,"AMAZING!

We had our wedding at Kirstie's home and couldn't have asked for more.

Kirstie is an awesome Host with a professional approach. She is upfront about everything, responds quick to messages and was so helpful along the way. 

The house is big and cozy, set infront of the ocean, perfect for sunsets and tide pool exploring. Too many amenities to name, but you can be sure this is Central Coast living at it's finest."
41014,789534,2011-12-17,63696,Christine,"We had a great time at this beautiful house.  It was an ideal set-up for a family reunion; plenty of space, beautiful views and a gracious host.  
"
41014,1290577,2012-05-16,1919390,Lin,"We had a lovely time, enjoying the house, grounds, hot tub, pinball machine, and tide pools. Kirstie could not have been a better host-we felt pampered. "
41014,1695445,2012-07-13,2155653,Dodi,"Kirstie was a wonderful hostess - her home was beautiful and stocked with more than everything you would need. It is not your usual vacation condo - the feel of a loving home was evident. It is serene and beautiful in every way - very relaxing and quiet  with the waves lulling you to sleep. I will definitely be returning as soon as I can. 
Dodi Z"
41014,1802933,2012-07-26,1867004,Tom,"This is an excellent place to stay. The house sits directly on the ocean and has its own access to the beach. The view is a wonder. The house is a mansion. It is equipped with everything you could possibly need for a great vacation. It's also really fun with hot tub, and games for everyone, It was a joy to stay here, I hope I'll have a chance to go back at some point."
41014,2388633,2012-09-24,501455,Stephanie,"Beautiful house, amazing location and Kirstie is very responsive and helpful. 
We really enjoyed our stay and would recommend this house to anyone who is looking for a relaxing weekend at the beach. There is plenty of space for the whole family. The kitchen was big and well equipt and there was space for all 10 of us to be seated for dinner. The hot tub has a great view, the house is well stocked with games and has an awesome fire place. There's a walking trail along and the beach and a surf spot nearby. 
"
41014,2677795,2012-10-22,2592465,Leslie,"Wonderful home in a beyond beautiful location.  We held a small wedding ceremony here and it could not have been more perfect.  Accomodations were very nice, with too many ocean views to count.  The kitchen was great - fully stocked and roomy.  No need to leave the house for anything except the walking trail and golfing across the street.  Plenty of space for a two-family vacation rental.  Kirstie made everything easy.  We can't wait to go back!  "
41014,3056095,2012-12-11,3510171,Matt,"What a beautiful place!

Eight of us stayed at Kirstie's place for a December weekend. I can't say enough good things about it. The most striking features were the incredible view and the beach paths to private & public beaches right outside. The place itself was both large and well-furnished, with plenty of amenities and all the basics (cookware, dishes, towels, etc.). My fiancee still rhapsodizes about our stay.

Kirstie herself gave us a comprehensive walkthrough, and offered extras like a binder with information about local places.

We couldn't have asked for more. Thanks, Kirstie!"
41014,4636679,2013-05-17,4715787,Tina,"We had a wonderful stay at Kirstie's home. She gave us a full tour of the home when we arrived and was very nice to leave the local paper, invite us to a yoga class etc. The home has spectacular views and is convenient to everything on the Monterey Penninsula.  It's a super relaxing place. The kids loved the pin ball Machine and walks along the trail on the bluffs in the morning.  Thanks for such a relaxing trip Kirstie!  We will see you again soon. "
41014,5016145,2013-06-07,6593754,Soonbo,"Our group(12 people) rented place for corporate retreat. Everyone stayed comfortably and this place have movie room, ping pong table, pin ball machine, foots-ball for entertainment and best of all was the location you are literally own the beautiful ocean in front of you. we had wonderful and refresh time here and kirstie welcome us with great hospitality."
41014,5227459,2013-06-19,5108358,Chirapon,We loved our stay. Gorgeous home with a spectacular view. Great location for a retreat/getaway. I'd definitely love to come back some day.
41014,5504437,2013-07-03,3457967,Linda,"We had an incredible time at the Beach house.  It is setup to be fun, yet so very relaxing, everyone in our group was very appreciative of all the little touches that Kirstie does to make you feel welcome.  She is an incredible host, and staying at her home is a memory you will never forget.

"
41014,7252233,2013-09-13,8141691,Karen,"This house is amazing. It was kind of a funky layout but was very functional and had unparalleled views! The location was fantastic and in the mornings, some of us went cycling along 17-Mile Drive and others of us went for runs along the beach trails. We stayed here for a work off-site and I would stay here again."
41014,7503462,2013-09-23,3742329,Lynne,"Kirstie's house is exactly as she describes it.  Comfortable for a large group, including the family dog.  The house is well equipped and the location is unbeatable.  Kirstie is a great hostess and totally responsive."
41014,8779259,2013-11-18,7978679,Diana,"A totally delightful weekend. All of us enjoyed everything Kirstie did to make our stay forever memorable. As a perfect hostess, she thought of everything. Everyone wants to return and re-hike, re-run, re-explore, re-relax, and savor the minutes. This is truly a one-of-a-kind. Thank you Kirstie for thinking of all the details that made it the best!"
41014,8944343,2013-11-27,9106933,Roxene,"Where to begin? .Kirstie's beautiful place exceeded expectations.  The view of the Pacific is accessible from soft comfy sofa area, or adriondeck chairs, near to house or away, the bed where you awaken each morning. The Steinway plays beautifully.  The kitchen area is ample, the refrigerator holds an enormous amount.  Ice is plentiful. 
The floor plan is certainly unique.  But the rooms are large and comfy, the decor is lovely and often brought a smile to our lips. Why leave, when you are in paradise?  But if you don't wish to cook, The Fishwife is just a right turn out of the drive way and about a mile away.
Kirstie is highly responsive to any question or concern.  We had 12 folks with us, and all loved the place.  
The beds were very comfortable. 
We say dolphin pods and whales right out the door.  Just feel blessed to have had our wedding here.  "
41014,9014848,2013-12-02,1353180,Niraj,"Had a delightful Thanksgiving in Kirstie's lovely home. Our clan had the their most joyous holiday in Monterrey.
Will highly recommend this awesome place.
Thank you for making us most comfortable.
Cheers!"
41014,10035560,2014-01-27,10241020,Tiana,"This house is absolutely amazing! We came with family and friends to celebrate my mom's retirement. The views from each room are gorgeous, there is a trail right next to the house that you can take a walk on the beach and there is also a golf course and good resturants near by. Kirstie's hospitality was impeccable! She was so easy to communicate with and so friendly. We are definately coming to stay at her beautiful house again in the near future!"
41014,10917794,2014-03-13,58250,Jason,"We recently had a family reunion with 9 adults and 7 children at Kirstie's 
beautiful home in Pacific Grove. The house was 
so beautiful and had everything we could possibly need. The views from 
just about every room were breathtaking! We could have spent every minute 
just sitting on the couch and watching the waves crash on the rocks; but 
there are many things to do in the area and we spent a lot of time 
outdoors, hiking along the coast near the house, and at Big Sur and Point 
Lobos State Reserve. I would highly recommend Kirstie's home to any large 
group looking for a beautiful place to relax."
41014,11391035,2014-04-01,7702865,Qing,"We just had our wedding ceremony at Kirstie's beautiful house this past weekend. The view from the living room and the backyard is absolutely breath-taking. We originally planned to go to the Lover's Point to take more pictures, but our photographers said the view around the house is as good as any place in Pacific Grove, and we end up taking all our photos near and inside the house. The house is very comfortable and has everything we needed. The living room is spacious enough for the wedding ceremony. Kirstie has been very helpful all through; she even arranged a viewing of the house for us before our big day. We will certainly go back there for our future anniversaries. "
41014,12044769,2014-04-22,8305466,Randy,"My family celebrated our parents 50th wedding anniversary at Kirstie's home, and we couldn't have picked a better place to share this once in a lifetime event! The pictures don't lie the views from 90% of the house are amazing! The home felt like home as soon as we walked in. There were 11 of us and even at that number, the house was big enough that one could find a place to enjoy some peace and quiet while the kids enjoyed the game room, piano, hot tub or TV room. We especially enjoyed the beautiful and well cared for piano! Kirstie was very hospitable and attentive during our entire stay, an excellent host! This house is truly one of a kind."
41014,16880353,2014-08-04,1809483,Michael,"The house in Pacific Grove was one of those rare experiences where the actual place was better than it looked on the website. The place is a true gem, tucked out of the way from all other housing and overlooking a quaint state park with sea anemones, starfish, and even washed up violet jellyfish that don't stink. It is like out of a storybook. The house itself is tasteful with ample room and supplies to make even a rather large crowd feel comfortable. There are 4 bedrooms with ocean views, and they are magnificent since there is no development between the house and the ocean. 

Kirstie was lovely, providing a great tour of the house and also helping us get the most out of Monterrey throughout the weekend. I would recommend this place to anyone. "
41014,21865948,2014-10-26,9890615,Ron,Upon arriving Kirstie provided a thorough tour pointing out all the amenities and details of the house.  She provided us with a binder of the information she had told us about so we had reference if we needed it.  Kirstie was warm and welcoming and we felt more like family than strangers renting her home. 
